LOT_SQFT,YR_BUILT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL_None,REMODEL_Recent,TOTAL_VALUE
5695,1988,2712,1469,1.5,6,2,2,1,1,0,1,0,371.9
7548,1943,2552,1075,1,6,2,1,0,1,1,1,0,275.9
5700,1960,2936,1641,1.5,6,2,2,0,1,0,1,0,297.7
7889,1960,3588,1939,1.5,8,4,2,0,1,1,1,0,332.4
7917,1960,2016,1487,1,7,3,1,1,1,0,1,0,297.1
7912,1960,2842,1469,1.5,7,3,2,0,1,0,1,0,323.5
5273,1950,2451,1075,1,6,2,1,1,1,1,0,0,306.4
5914,1964,2120,1726,1,8,4,2,0,1,0,1,0,306.3
4410,1959,1944,1404,1,6,3,1,1,1,0,1,0,280.6
4463,1958,2298,1404,1,6,3,1,0,1,0,1,0,292.4
6691,1967,2400,1863,1,6,3,1,1,2,0,1,0,307.2
4800,1960,2392,1109,1,6,3,1,0,1,1,1,0,275.5
5273,1945,2796,1155,1,6,2,1,0,1,1,1,0,259.1
4298,1950,2623,1128,1,7,3,1,1,1,1,1,0,267.3
4860,1910,3314,1792,2,7,3,1,1,1,0,1,0,334.9
5608,1963,2311,1125,1,5,3,1,0,1,0,1,0,300.1
9820,1943,2600,1306,1.5,6,2,1,0,1,1,0,1,332.4
11541,1920,3508,1779,1.5,5,2,1,0,1,0,1,0,278.1
4654,1890,3256,1755,1.5,9,4,2,0,1,0,1,0,350.3
6203,1960,2160,1870,1,8,3,1,1,1,0,1,0,353.3
1696,1904,2496,1518,2,7,4,1,0,1,0,1,0,213.4
5759,1950,2624,1306,1.5,7,4,1,1,1,0,0,1,297.9
6004,1960,2845,1726,1,7,3,1,1,1,0,0,1,316.7
10370,1960,2836,1435,1.5,7,3,2,0,1,0,1,0,339
5712,1940,3336,2036,2,7,3,1,1,1,1,1,0,340.1
5963,1963,2041,1008,1,7,3,1,0,1,0,1,0,264.5
5739,1960,2100,1726,1,7,3,1,1,1,0,1,0,281.9
5633,1960,2732,1469,1.5,6,2,2,0,1,1,1,0,312.7
7280,1958,2160,1487,1,5,3,1,1,1,0,1,0,290
3138,1920,2468,1520,2,6,3,1,1,1,0,1,0,267
4253,1920,2792,1428,1.5,7,3,1,0,1,1,1,0,289.8
6298,1967,2218,1726,1,6,3,1,1,1,0,1,0,295.5
6506,1960,2160,1966,1,8,3,1,1,1,0,1,0,298.1
4159,1960,2356,1306,1.5,6,2,1,0,1,1,1,0,288.2
8318,1942,2376,1075,1,6,3,1,0,1,1,1,0,281.9
7439,1943,2459,1075,1,6,3,1,0,1,1,1,0,276.3
19466,1940,2563,1075,1,7,3,1,1,1,1,1,0,329.7
4272,1965,3084,1512,1,8,3,1,1,1,1,1,0,286.5
10493,1966,2204,1320,2,7,3,1,1,1,0,1,0,348
5211,1956,2085,984,1,6,2,1,0,1,1,1,0,289.4
6083,1957,2422,1472,2,7,3,1,1,1,0,0,0,325.5
6031,1960,2116,1966,1,8,3,1,1,2,0,1,0,306
6000,1960,2424,1870,1,9,4,1,1,1,0,1,0,309.2
7035,1955,2032,978,1,5,3,1,0,1,1,1,0,293.2
5836,1960,2736,1469,1.5,7,3,2,0,1,0,1,0,295.7
5963,1963,2136,1008,1,7,3,1,1,1,0,1,0,282.6
3500,1910,2520,1536,1.5,5,2,2,0,1,0,0,1,342.5
3854,1920,2022,962,2,6,3,1,1,1,0,1,0,204.1
7680,1956,2581,1354,1.5,6,2,1,1,1,1,1,0,346.5
4047,1920,2328,1440,2,7,4,2,0,1,1,1,0,290.3
5356,1960,1968,941,1,5,2,1,0,1,1,1,0,273.1
4310,1930,2640,1428,1.5,6,2,1,1,1,1,1,0,298.7
6895,1960,2066,1966,1,7,3,1,1,1,0,1,0,325.7
6406,1960,2066,1726,1,8,4,2,0,1,0,0,1,338.3
6946,1950,2339,1075,1,6,3,1,0,1,1,1,0,265.9
3228,1920,1755,1006,1.5,6,3,1,0,1,0,1,0,198.4
6935,1965,2628,1469,1.5,6,2,2,0,1,0,1,0,298.6
6690,1957,2900,1308,1,7,3,1,1,1,1,1,0,326.8
6900,1960,2904,1961,1,6,3,3,0,1,1,1,0,350
6315,1960,2220,1726,1,7,3,2,0,2,0,1,0,319.2
10044,1960,2180,1726,1,6,3,1,1,1,0,0,1,398.2
7931,1938,2376,1075,1,6,3,1,0,1,1,0,1,273.4
6000,1960,2512,1487,1,5,2,1,0,1,0,1,0,288.4
6858,1925,1808,1133,2,7,3,1,0,1,0,1,0,304.9
6031,1960,2484,1993,1,9,3,1,1,2,0,1,0,313.4
10947,1920,2384,1237,1.5,6,3,1,1,1,0,1,0,269.82
2174,1920,2952,1382,1,7,3,1,0,1,0,1,0,203.7
4050,1935,3224,1456,1,6,3,1,0,1,1,0,0,288.2
4911,1960,2084,1020,1,5,3,1,0,1,1,1,0,262.4
10294,1943,2944,1346,1.5,6,3,1,0,1,1,1,0,331.4
6035,1960,2106,1320,2,7,3,1,1,1,0,1,0,284
4565,1904,2416,1220,2,6,3,1,0,1,0,1,0,282.7
5963,1963,2160,1008,1,5,3,1,0,1,0,1,0,246.8
6364,1960,2136,1726,1,6,3,1,1,1,0,1,0,290.3
5090,1955,2525,1120,1,7,4,1,1,1,0,1,0,301.8
9551,1943,2508,1306,1.5,6,2,1,1,1,1,0,0,311.2
4772,1900,2652,1584,2,6,3,1,0,1,0,1,0,299.1
19264,1943,2634,1306,1.5,6,3,1,1,1,1,1,0,353.8
4050,1960,2548,1176,1,5,4,1,1,1,1,1,0,290
4501,1960,2520,1313,1.5,6,3,2,0,1,1,1,0,289.2
6008,1960,3041,1557,1.5,6,2,1,1,1,0,1,0,293.9
4500,1940,1920,960,1,7,4,2,0,1,1,1,0,346.6
6998,1943,2494,1536,2,7,3,3,0,1,1,0,1,314.2
6077,1965,2097,1726,1,6,3,1,1,1,0,1,0,280.7
6000,1960,2280,1682,1,6,3,1,1,1,0,1,0,298.6
10759,1967,2756,1469,1.5,6,2,1,1,1,0,1,0,327.9
4459,2007,2418,1469,2,7,3,2,1,1,1,1,0,442.2
2426,1904,2398,1233,1.5,6,3,1,0,1,0,1,0,232.5
4283,1960,1769,1104,2,5,3,1,1,1,0,1,0,302.2
4251,1953,2384,1320,1.5,6,3,2,0,1,1,0,0,298.2
5963,1963,2184,1008,1,7,3,1,1,1,0,1,0,317
6035,1960,2160,1726,1,8,3,1,1,1,2,1,0,304.8
4272,1962,1669,1104,2,5,3,1,1,1,0,1,0,281.7
3337,1920,2358,1223,1.5,6,3,1,0,1,0,1,0,216.2
13149,1955,2352,1134,1,5,2,1,0,1,1,1,0,302.2
17604,1969,3136,1714,1.5,5,3,2,0,1,1,1,0,356.8
11250,1954,2566,1244,1,6,3,1,1,1,1,1,0,317.8
4220,1953,2392,1056,1,6,3,1,0,1,1,1,0,295.7
7103,1940,2544,1075,1,6,3,1,0,1,1,1,0,249.2
6077,1965,2232,1726,1,7,3,1,1,2,1,1,0,314.8
2644,1920,1730,1063,2,6,3,1,1,1,0,1,0,220.4
2961,1910,1633,882,1.5,4,2,1,0,1,0,0,1,251
3158,1964,2175,1868,1,8,3,1,1,1,0,1,0,280.8
8858,1960,2436,1726,1,7,3,1,1,1,2,1,0,329.9
6000,1960,2328,1487,1,7,4,2,0,1,0,0,1,345.6
1358,1904,2576,1598,2,8,1,2,0,1,0,1,0,244.2
3958,1960,2518,1161,1,5,2,1,0,1,1,1,0,261.1
10641,1965,2136,1008,1,6,3,1,1,2,0,1,0,314.1
4000,1960,2899,1352,1,7,2,1,1,1,0,1,0,288.4
4000,1963,2622,1260,1,6,3,1,1,1,0,1,0,258.5
4351,1960,1889,912,1,6,3,1,1,1,0,1,0,269.1
4203,2001,2336,1448,2,7,3,2,1,1,1,1,0,395.2
11844,1960,2160,1726,1,6,3,1,1,1,0,1,0,333.8
5963,1963,2164,1008,1,7,3,1,1,1,1,1,0,290.2
6035,1960,2160,1247,1,7,4,1,1,1,0,1,0,276.7
4072,1942,3241,1591,1.5,7,4,2,0,1,0,0,1,362
3200,1964,2264,1859,1,5,3,1,0,1,0,1,0,301.2
8245,1943,2569,1306,1.5,7,3,2,0,1,1,0,1,285.2
7649,1965,2730,1280,1,7,4,1,1,2,1,0,0,352.7
6014,1960,2832,1728,2,7,3,2,0,1,1,1,0,325.2
8861,1798,5356,2953,2,11,4,2,0,1,0,0,0,437.9
6077,1960,2172,1726,1,7,3,1,1,1,0,1,0,313.3
8815,1965,2256,1726,1,7,3,2,0,2,0,1,0,338.7
4254,1962,2100,1404,1,5,3,1,1,1,0,0,0,276.9
2845,1920,3100,1761,1.5,8,5,2,0,1,0,0,1,280.3
6000,1965,2080,1487,1,6,3,1,1,1,0,1,0,275.7
4204,1956,2232,1042,1,6,2,1,0,1,1,1,0,281.7
4910,1973,2520,1440,2,5,3,1,1,1,0,1,0,283.1
6750,1949,2592,936,1,4,1,1,0,1,0,1,0,277.6
7532,1960,2898,1726,1,6,2,2,0,1,0,1,0,307.1
4117,1960,2641,1537,2,7,4,1,1,1,1,1,0,307.8
1237,1990,3039,1908,2,7,4,1,2,1,1,1,0,295.6
11617,1960,2868,2343,1,6,3,1,1,1,0,1,0,370.5
5401,1963,2478,1488,2,7,3,1,1,1,0,1,0,316.2
6044,1960,2093,1870,1,5,3,1,0,1,0,1,0,300.4
4803,1920,3280,2196,2,8,3,2,0,1,0,1,0,285.3
9387,1943,2490,1306,1.5,7,3,1,1,1,1,0,0,290.2
5935,1960,2013,1320,2,6,3,1,1,1,0,1,0,296.7
6035,1960,2160,1726,1,10,3,1,1,1,0,1,0,312.3
9359,1965,2848,2390,1,10,5,1,1,1,1,0,0,366.8
5726,1964,2706,1883,1.5,8,4,1,2,1,1,1,0,362.3
6202,1959,1964,982,1,5,3,1,0,1,1,1,0,246
7285,1965,2224,2168,1,6,3,2,1,2,1,1,0,360.8
4342,1964,2916,1596,2,7,4,1,1,1,1,1,0,315.4
5877,1964,2052,1726,1,5,3,2,0,1,0,1,0,286.3
4032,1960,2586,1190,1,8,4,1,0,1,0,1,0,286.8
4162,1950,2556,1354,1.5,6,3,2,0,1,1,1,0,314.3
4548,1930,2287,1367,2,6,3,1,1,1,1,0,0,276.7
7999,1965,2016,1008,1,9,4,1,1,2,0,1,0,322.3
6102,1994,2308,2135,1,6,3,1,1,1,1,1,0,433.1
4858,1965,2177,1008,1,7,3,1,1,1,2,1,0,270.7
6000,1967,2600,1908,1,8,3,2,0,1,1,0,1,393.1
4000,1964,2406,1188,1,5,3,1,0,1,1,1,0,287
5099,1933,2597,1577,2,7,4,2,1,1,0,1,0,324.1
6750,1964,3541,1528,1,7,3,1,1,1,1,1,0,316.2
6071,1960,2136,1487,1,6,2,1,0,1,2,1,0,284.6
7444,1965,2268,1487,1,5,3,1,0,1,0,0,1,292.1
10566,1960,2252,1726,1,5,3,1,1,1,0,1,0,316.2
18670,1940,3010,1474,1.5,7,3,2,0,1,1,1,0,335.6
5950,1960,2096,1966,1,9,3,1,1,1,2,1,0,299.1
4478,2008,3864,2138,2.5,7,4,2,1,1,0,1,0,463.9
5857,1963,2740,1849,1.5,8,3,1,2,1,1,1,0,350.9
6035,1960,2040,1692,1,6,3,1,1,1,0,0,0,326.3
8526,1965,2068,1726,1,9,3,2,0,2,0,1,0,355.8
4207,1960,2480,1123,1,5,3,1,0,1,1,1,0,273.9
3718,1960,2379,1560,2,7,4,1,1,1,1,1,0,312.5
6761,1965,2258,1836,1,7,3,1,1,1,0,1,0,360.6
6505,1994,2356,1670,1,7,3,2,0,1,2,1,0,380.6
5494,1929,2750,1820,2,8,4,2,0,1,0,0,0,377.5
6000,1960,2136,1726,1,6,3,1,1,1,0,1,0,284.3
3630,1935,2564,1081,1,6,2,1,0,1,0,1,0,250.2
4434,1988,2156,1350,2,8,3,1,1,1,0,1,0,315.3
6000,1960,2088,1521,1,7,3,1,1,1,0,1,0,310
4000,1980,2352,1104,1,8,4,2,0,1,0,1,0,297.9
1037,1920,2520,1680,2,6,3,1,0,1,0,1,0,176.9
12568,1950,3230,1747,1.5,11,4,1,1,1,2,1,0,326.7
6091,1960,2868,1589,1.5,7,4,2,1,1,0,1,0,370.3
6012,1967,2244,1320,2,6,3,1,1,1,0,1,0,316.6
5668,1960,2124,1487,1,7,4,2,0,2,0,1,0,324.9
5992,1964,2904,1566,1.5,8,3,2,1,1,1,1,0,325.9
3417,1960,2520,1306,1.5,6,3,1,1,1,1,1,0,288
4252,1960,2451,1123,1,6,3,1,0,1,1,1,0,257.7
6380,1965,2266,1726,1,7,3,1,1,2,0,1,0,309.6
5264,1958,2664,1481,1.5,8,3,1,1,1,1,0,0,321.8
6000,1960,2196,2048,1,8,4,2,0,2,2,0,1,343.1
3166,1960,2647,1128,1,6,3,1,0,1,1,1,0,270.3
9861,1967,2048,1350,1,6,2,1,1,1,0,1,0,309.9
10539,1960,2528,1170,1,6,2,1,1,1,2,1,0,274.2
4331,1960,2438,1110,1,6,3,1,1,1,1,0,1,314.2
6104,1960,2328,1268,1.5,8,4,2,0,1,0,0,1,333.5
9358,1920,2244,1432,2,7,3,1,0,1,1,1,0,262.3
7998,1994,2229,1726,1,6,3,1,1,1,1,1,0,397.2
7038,1968,2563,1726,1,5,3,1,1,1,0,1,0,315.6
6000,1960,2096,1247,1,7,3,1,0,1,0,1,0,289.2
4477,1960,2040,1368,2,7,4,1,1,2,1,1,0,329.8
8919,1991,3190,2509,1.5,7,4,1,1,1,1,1,0,412
6000,1969,2088,1692,1,8,3,1,1,1,0,1,0,288.3
5554,1960,2432,1354,1.5,7,3,2,0,1,0,1,0,309.5
4297,1960,2496,1354,1.5,6,3,1,0,1,1,1,0,265.3
4905,1963,2926,1469,1.5,6,2,1,1,1,0,1,0,275.3
3108,1960,2616,1109,1,6,3,2,0,1,1,0,1,283
11081,1967,2272,1726,1,6,3,1,0,2,0,0,0,328.4
6000,1960,2196,1726,1,6,3,1,1,1,0,1,0,313.4
6212,1960,2720,1469,1.5,4,1,1,0,1,0,1,0,282.1
6131,1965,2585,1479,1.5,7,3,2,0,1,1,1,0,336.3
2313,1912,1862,754,1,5,2,1,0,1,0,1,0,171.8
5657,1972,2160,1080,1,5,3,1,0,1,1,1,0,231.1
3200,1914,3128,1506,1.5,7,3,1,1,1,0,1,0,301.2
8501,1995,2664,1620,2,7,3,2,1,1,1,1,0,420.7
4357,1956,2830,1302,1,7,3,1,1,1,1,1,0,293.8
6000,1960,2280,1715,1,7,3,1,1,2,1,1,0,301
4770,1912,3939,2246,2,9,5,3,0,1,1,1,0,354.8
5755,1972,2112,1296,2,7,3,2,1,2,2,1,0,337.5
6557,1956,3039,1613,1.5,6,3,1,1,1,1,1,0,344.1
4527,1956,2240,1428,2,8,4,1,1,1,1,0,1,346.2
6713,1965,2194,1008,1,6,3,1,0,1,0,1,0,262.1
7996,1995,2604,1680,2,7,3,2,1,1,1,1,0,418.4
4500,1960,2104,1726,1,8,3,1,1,1,0,1,0,288.4
6000,1960,2172,1726,1,6,3,1,1,1,2,1,0,289.3
3803,1950,2434,1063,1,6,4,2,0,2,0,0,0,283.8
5954,1960,2216,1343,1,6,3,1,1,1,0,1,0,302.9
8565,1965,2160,1726,1,10,5,2,0,2,0,1,0,317.6
6976,1965,2216,1877,1,8,3,2,0,1,2,1,0,338.3
4994,1920,2190,1440,2,7,4,1,0,1,0,1,0,195.3
6612,1965,2107,1487,1,7,3,1,1,2,0,1,0,311.9
9477,1967,2160,1726,1,7,4,1,1,1,0,1,0,314.7
4369,1960,2627,1384,1.5,6,3,2,0,1,1,1,0,286.8
6956,1965,2368,2007,1,7,3,2,0,2,0,1,0,353.3
4770,1957,2176,1040,1,5,2,1,0,1,0,1,0,259.4
4970,1963,2742,1469,1.5,7,3,2,0,1,0,1,0,289.2
6214,1963,2731,1438,1.5,6,3,2,0,1,0,1,0,289.2
5868,1960,2904,1875,1,8,4,2,0,1,0,1,0,336.8
4802,1959,2728,2160,2,7,4,2,0,1,0,1,0,346.4
18515,1989,4449,2511,2,9,3,3,0,1,2,1,0,488.2
5964,1920,2328,1149,1.5,6,2,1,1,1,0,0,0,314.7
6000,1960,2209,1726,1,8,3,1,1,2,0,1,0,326.9
6025,1960,2085,1726,1,6,3,1,1,1,0,1,0,319.9
6072,2005,3057,1937,2,8,4,1,1,1,1,1,0,460.3
3801,1960,2596,1306,1.5,7,3,1,1,1,1,1,0,283.4
5654,1963,3007,1664,1.5,6,3,1,2,1,1,1,0,318.1
6470,1967,2156,1726,1,9,3,1,1,1,0,1,0,292.8
3967,1964,1434,1280,1,6,3,1,0,1,1,1,0,263.9
10438,1968,2016,1726,1,6,3,1,1,1,0,1,0,333.7
6073,1968,2131,1343,1,5,2,1,1,1,0,1,0,271.6
7274,1965,2292,1679,1,7,3,1,1,1,0,1,0,315.2
4784,1910,3410,2087,2,7,4,2,0,1,1,0,1,369.3
6612,1965,2328,1993,1,7,3,1,1,2,0,1,0,324.2
10502,1968,3846,3062,1,9,4,3,0,1,0,0,1,510.3
7140,1964,2313,1881,1,7,3,2,0,1,0,1,0,350
4933,1993,2014,1704,1,7,3,2,0,1,0,1,0,360.6
5352,1970,2098,1320,2,7,3,1,1,1,1,0,1,311.9
5952,1963,2592,1438,1.5,7,3,2,0,1,0,1,0,297.7
4000,1969,2474,2076,1,7,3,1,0,1,0,1,0,344.6
5744,1965,2032,984,1,5,3,1,0,1,0,1,0,260.1
5218,1960,2488,1306,1.5,6,3,2,0,1,1,1,0,312
6099,1960,2305,1320,2,8,4,2,1,2,0,1,0,326.1
4161,1927,2664,1350,2,7,4,1,1,1,1,1,0,296.2
6111,1959,2148,1726,1,8,4,1,1,2,0,1,0,310.3
3904,1960,2548,1306,1.5,7,3,2,0,1,1,1,0,290.1
2589,1920,1516,748,1.5,4,2,1,0,1,0,1,0,222.5
5832,2011,4331,2846,2,7,3,2,0,1,0,0,1,561.8
4276,1966,2796,1142,1,7,3,1,1,1,1,0,1,305
3828,1957,2700,1460,1.5,6,2,1,1,1,1,1,0,315.3
2706,1920,2928,1636,2,7,3,2,0,1,0,1,0,266.3
4851,2000,2957,1680,2,5,3,2,0,1,0,1,0,444.6
4106,1954,3100,1495,1.5,4,2,1,0,1,1,1,0,287.9
5563,1960,2233,2129,1,7,3,1,0,1,0,1,0,293.3
6166,1960,2232,1726,1,7,4,2,0,1,1,0,1,333.8
6067,1963,2592,1438,1.5,9,4,2,0,1,0,1,0,286.2
9095,1965,2144,1726,1,6,3,1,1,1,0,1,0,326.9
6612,1965,2847,2086,1,10,4,1,1,1,2,1,0,322.9
8085,1960,2862,2166,1,6,3,1,1,1,0,1,0,352.1
6569,1964,2016,1726,1,8,4,1,1,1,0,1,0,276.9
5202,1960,2352,1306,1.5,6,3,2,0,1,1,1,0,285.2
5691,1960,2423,1603,1.5,6,3,1,1,1,1,1,0,330.6
3200,1908,2856,1872,2,6,3,2,0,1,0,1,0,272
4193,1950,2192,1400,2,7,4,1,1,1,1,1,0,298.1
4237,1950,2436,1068,1,6,3,1,1,1,1,1,0,275.9
6408,1940,3544,1494,1,6,3,1,0,1,1,0,0,272.1
4598,1960,2140,1088,1,5,3,1,1,1,1,1,0,275.2
4941,1911,2700,1530,2,8,5,1,0,1,0,1,0,299
3738,1928,1694,1148,1.5,6,3,1,0,1,0,1,0,234
6594,1961,2640,1469,1.5,5,2,1,1,1,0,1,0,298
8000,1966,4400,3494,1,12,6,4,0,2,2,1,0,500
6291,1963,2682,1438,1.5,4,1,1,0,1,0,1,0,277.4
3556,1920,2184,1047,1.5,5,3,1,0,1,0,1,0,203.7
7877,1920,1922,966,1,5,2,2,0,1,0,1,0,297
5466,1924,2223,952,1,5,2,1,0,1,0,1,0,250.9
4240,1960,2848,1347,1,6,3,1,1,1,1,1,0,289.8
6035,1960,2120,1692,1,6,3,1,1,1,0,1,0,290.2
4084,1960,2106,1352,2,6,4,1,1,1,1,1,0,288.2
8968,1965,2432,1794,1,7,3,1,1,1,1,1,0,335.7
4988,1989,2604,1640,2,8,4,1,1,1,1,1,0,389.4
4002,1972,2686,1741,2,7,3,1,1,1,0,1,0,304.9
9282,1920,2065,1122,2,6,3,2,0,1,0,1,0,246.3
14521,1966,2588,1487,1,7,3,2,0,1,1,1,0,343.5
9661,1963,2884,1721,1.5,8,3,3,0,1,0,0,1,426.3
4632,1950,2886,1346,1,6,4,1,0,1,0,1,0,318.3
7324,1969,2850,1503,1.5,6,4,1,1,1,2,1,0,343
5861,1986,2706,1419,1.5,8,4,2,0,1,0,1,0,366.5
5113,1960,2386,1056,1,6,2,2,0,1,1,1,0,325.7
4107,1960,2542,1123,1,6,3,1,0,1,1,1,0,281.5
8000,1984,3981,2446,2,7,4,1,2,1,1,0,0,475.2
3701,1914,2017,1172,2,6,3,1,1,1,0,0,0,243.1
6651,1950,2252,1492,2,6,3,2,0,1,1,0,0,317.3
5979,1912,1308,853,1,5,1,1,0,1,0,0,0,201.8
9689,1983,3576,2685,1,10,6,2,2,2,0,0,0,434.6
2800,1925,2606,1220,1.5,6,2,1,1,1,1,1,0,195.1
3900,1940,2499,1081,1,6,2,1,0,1,0,1,0,217.3
4283,1931,2810,1628,2,7,4,2,0,1,1,0,0,326
3644,1955,2386,1325,1.5,6,3,2,0,1,1,1,0,296.9
4042,1955,2505,1315,1,6,3,2,0,1,1,1,0,284.2
5753,1921,2722,1216,1,6,3,1,0,1,0,1,0,282.2
3356,2011,4176,2552,2,8,4,2,1,1,1,0,1,457.7
4591,1958,2396,1064,1,6,3,1,1,1,1,1,0,266.7
3981,1960,2040,1300,2,7,4,1,1,1,0,1,0,327.9
4216,1923,2704,1270,1.5,6,3,1,0,1,0,1,0,287.6
4197,1955,2388,1265,1.5,6,2,1,1,1,0,1,0,282.5
3382,1923,2629,1439,1.5,6,3,2,0,1,0,0,1,314.9
4431,1956,2479,1334,1.5,6,4,2,0,1,1,1,0,305.3
9259,1960,3219,1584,1,6,3,2,0,1,1,1,0,382.5
4364,1960,3250,1528,1.5,6,3,2,0,1,1,1,0,303.6
8991,1925,2480,1352,2,6,3,1,1,1,0,1,0,340.1
5956,1984,2936,1596,2,6,3,1,1,1,1,1,0,296.5
16000,1925,3124,1430,1,7,3,1,1,1,0,1,0,330.3
2835,1984,2464,1596,2,6,3,1,1,1,1,1,0,266.6
2990,1915,1516,972,2,5,2,1,1,1,0,1,0,236.9
4350,1964,2208,1456,2,6,3,1,1,1,1,1,0,294.3
4353,1960,3031,1372,1,6,3,1,1,1,0,1,0,295
4368,1957,2940,1383,1,6,3,2,0,1,1,1,0,293.7
8372,1972,4156,3089,1,8,3,2,1,2,0,1,0,490.1
4301,1954,2432,1306,1.5,6,3,1,1,1,1,1,0,281.8
3435,1920,2324,1516,2,7,4,1,0,1,0,1,0,238.6
6854,1928,2746,1688,2,8,3,1,0,1,1,0,1,333.4
4151,1957,2988,1344,1,7,5,1,1,1,1,0,0,322.2
4668,1958,2428,1317,1.5,6,3,2,0,1,1,1,0,304.1
6765,1914,1829,798,1,5,2,1,0,1,0,1,0,234.2
3070,1920,1600,1000,2,6,3,1,0,1,0,1,0,196.9
2837,1984,2644,1596,2,6,3,1,1,1,1,1,0,271
4858,1956,2191,1060,1,6,2,1,0,1,1,1,0,275.9
9897,1986,3896,3063,1,9,4,2,1,1,1,0,1,554.4
4483,1953,3402,1505,1,10,4,2,0,1,0,1,0,333.7
4508,1960,2418,1346,1.5,6,2,1,1,1,1,1,0,299.6
2896,1984,2464,1596,2,6,3,1,1,1,1,1,0,271.5
4306,1960,3076,1433,1,6,3,1,1,1,1,1,0,307
4640,1920,2318,1087,1,7,2,1,1,1,0,0,1,286.9
4238,1960,2340,1306,1.5,5,2,2,0,1,1,1,0,283.8
4746,1958,2512,1305,1.5,6,2,1,1,1,1,1,0,295.7
3461,1943,2331,1042,1,6,4,1,0,1,1,1,0,217.3
3926,1958,2960,1344,1,6,3,1,1,1,1,1,0,283.4
4000,1925,2206,962,1,5,2,1,0,1,1,0,0,226.4
4906,1953,2764,1317,1.5,6,3,2,0,1,1,1,0,287
6013,1975,4340,3263,1,9,5,3,0,2,0,1,0,480.7
12273,1984,2768,1596,2,7,3,1,1,1,1,0,1,316.9
4177,1960,1722,839,1,9,5,1,1,1,1,1,0,263.5
4163,1956,2432,1123,1,7,3,1,0,1,1,1,0,282.7
1821,1920,2452,1162,1,6,3,1,0,1,0,1,0,182.2
4244,1960,2340,1131,1,5,2,1,0,1,1,1,0,255
3717,1961,2564,1162,1,5,2,1,1,1,1,1,0,273.5
4980,1958,2400,1317,1.5,6,2,1,1,1,1,1,0,283.6
8000,1959,3975,3011,1,9,4,2,1,1,2,1,0,383
4174,1960,3568,1872,1.5,6,3,1,1,1,1,1,0,308
4823,1938,2816,1628,2,7,3,2,0,1,0,0,0,361.1
2900,1915,2183,1119,1.5,7,3,1,0,1,0,1,0,229.1
5954,1976,3694,2944,1,9,2,2,0,2,0,0,0,398.2
6065,1955,2402,1568,2,8,4,1,1,1,1,1,0,349.4
4342,1957,2496,1265,1.5,6,3,1,1,1,1,1,0,313.6
7640,1940,3468,1940,2,8,4,1,1,1,1,1,0,352.9
4237,1940,2667,1205,1,6,2,1,0,1,0,1,0,192.4
5200,1927,1716,1056,2,7,3,1,1,1,1,1,0,286.6
4165,1960,2384,1306,1.5,6,3,1,0,1,1,1,0,270.7
7297,1984,2913,1469,1.5,6,3,1,1,1,1,1,0,335.4
3015,1924,2168,1248,2,7,4,1,0,1,0,1,0,253.6
3502,1989,2523,1632,2,8,3,1,1,1,0,1,0,346.7
4111,1960,2474,1306,1.5,9,3,3,0,2,1,1,0,335.5
6048,1988,3336,1421,1,7,4,2,0,1,1,1,0,291.2
4500,1920,1848,890,1,6,3,1,0,1,0,1,0,192.5
1218,1920,1965,971,1.5,6,3,1,0,1,0,1,0,204.7
5625,1986,2512,1578,2,6,3,2,1,1,0,1,0,397.4
4507,1950,1616,788,1,4,2,1,0,1,1,1,0,251.6
4442,1940,3579,1642,1,8,3,2,0,1,0,1,0,315.5
9834,1950,2598,1414,1.5,6,3,1,1,1,0,1,0,328.9
4800,1904,1845,1137,1.5,8,4,1,0,1,0,0,0,239.4
6180,1920,1648,898,1.5,4,1,1,0,1,0,0,0,223.1
3931,1960,2593,1403,1.5,6,2,1,0,1,1,1,0,291.3
4500,1908,2129,1254,2,6,3,1,0,1,0,1,0,223.02
12870,1961,5053,2193,1,7,3,1,2,1,2,1,0,424
2496,1989,2511,1632,2,7,4,2,1,1,0,1,0,348.9
6145,1918,1472,736,1,3,1,1,0,1,0,0,1,225.8
4565,1945,4088,2594,2,9,6,2,1,1,0,0,1,530.5
5076,1910,2424,1454,2,7,3,1,0,1,0,1,0,273.3
7306,1984,2040,1387,1.5,6,3,1,1,1,0,1,0,304.2
3944,1934,3365,1691,1.5,8,4,1,1,1,0,0,1,380.2
4831,1960,2484,1142,1,5,3,1,0,1,0,1,0,262.6
2415,1987,6001,4392,2,10,5,2,1,2,0,0,1,632.89
9227,1984,3510,3013,1,6,3,2,1,1,0,1,0,545.1
4655,1929,3048,1327,1,8,3,1,0,1,0,1,0,278.6
6058,2004,3174,2018,2,7,4,2,1,1,0,1,0,473.2
6253,1980,2748,1991,1,6,3,1,0,1,1,1,0,356.4
6004,2000,3217,2021,2,8,4,2,1,1,0,1,0,478.8
10500,1970,2693,2284,1,6,4,2,0,1,0,1,0,318.6
6006,2000,3129,2021,2,7,4,2,1,1,1,1,0,478.6
10615,1925,2328,1312,2,7,2,1,1,1,1,1,0,344.6
3207,1914,2622,1379,2,7,3,1,1,1,0,1,0,280.4
4500,1975,3001,1414,1.5,6,2,1,1,1,1,1,0,259.6
